tree_id,block_id,species_group,latitude,longitude,health,tree_dbh,stump_diam,curb_loc,steward,sidewalk,address,zipcode,boroname,nta,nta_name
365757,102878,Other,40.72127573,-73.98270648,Good,12,0,OnCurb,None,NoDamage,229 EAST 2 STREET,10009,Manhattan,MN28,Lower East Side
101366,100497,Callery pear,40.7148616,-74.00477425,Good,6,0,OnCurb,1or2,NoDamage,290 BROADWAY,10007,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
417933,103333,ginkgo,40.72439407,-73.97391269,Fair,2,0,OnCurb,1or2,NoDamage,10-17 F D R DRIVE,10009,Manhattan,MN28,Lower East Side
103244,103112,pin oak,40.72647379,-73.9833363,Good,20,0,OnCurb,None,Damage,121 AVENUE A,10009,Manhattan,MN22,East Village
74474,105338,Callery pear,40.73615944,-73.98638686,Good,11,0,OnCurb,1or2,NoDamage,130 EAST 18 STREET,10003,Manhattan,MN21,Gramercy
145112,101091,Callery pear,40.71976749,-73.99706864,Good,6,0,OnCurb,None,Damage,166 MULBERRY STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
271336,101275,Other,40.72430617,-74.00203582,Fair,4,0,OnCurb,None,NoDamage,399 WEST BROADWAY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
34207,101569,honeylocust,40.72833187,-74.00195772,Good,4,0,OnCurb,None,NoDamage,70 MAC DOUGAL STREET,10012,Manhattan,MN23,West Village
72636,102700,Other,40.71660822,-73.98859257,Good,6,0,OnCurb,None,NoDamage,372 GRAND STREET,10002,Manhattan,MN27,Chinatown
174538,217633,Sophora,40.71123239,-73.96643842,Good,4,0,OnCurb,None,NoDamage,395 WYTHE AVENUE,11249,Brooklyn,BK73,North Side-South Side
25295,104246,littleleaf linden,40.73774928,-73.99353837,Good,10,0,OnCurb,None,Damage,7 WEST 16 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
81871,103484,ginkgo,40.74226139,-73.9972477,Good,7,0,OnCurb,1or2,NoDamage,200 WEST 20 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
375829,102118,Other,40.73749061,-74.00409487,Good,7,0,OnCurb,3or4,NoDamage,288 WEST 12 STREET,10014,Manhattan,MN23,West Village
179925,102991,London planetree,40.72048475,-73.99248685,Good,14,0,OnCurb,None,NoDamage,30 DELANCEY STREET,10002,Manhattan,MN27,Chinatown
77485,101064,ginkgo,40.7184274,-73.99857062,Fair,7,0,OnCurb,None,NoDamage,190 HESTER STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
30634,101899,littleleaf linden,40.73355352,-73.99591477,Good,7,0,OnCurb,1or2,NoDamage,2 WEST 10 STREET,10011,Manhattan,MN23,West Village
30421,101956,Japanese zelkova,40.73440616,-73.996083,Good,4,0,OnCurb,3or4,NoDamage,24 WEST 11 STREET,10011,Manhattan,MN23,West Village
393712,102512,Other,40.71362943,-73.99775526,Fair,7,0,OffsetFromCurb,None,NoDamage,18 CHATHAM SQUARE,10038,Manhattan,MN27,Chinatown
30565,101954,ginkgo,40.73405214,-73.99684184,Good,8,0,OnCurb,1or2,NoDamage,25 WEST 10 STREET,10011,Manhattan,MN23,West Village
177667,106009,London planetree,40.72999115,-73.97911331,Good,19,0,OnCurb,None,NoDamage,520 EAST 14 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
121424,103111,Other,40.72689249,-73.98539953,Good,11,0,OnCurb,1or2,NoDamage,93 EAST 7 STREET,10009,Manhattan,MN22,East Village
136847,103013,honeylocust,40.72452621,-73.98452686,Good,6,0,OnCurb,None,NoDamage,72 AVENUE A,10009,Manhattan,MN22,East Village
92887,103521,London planetree,40.7429812,-74.000500829999993,Good,13,0,OnCurb,3or4,NoDamage,301 WEST 19 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
132159,103239,honeylocust,40.7308168,-73.9875742,Good,10,0,OnCurb,1or2,NoDamage,222 EAST 11 STREET,10003,Manhattan,MN22,East Village
118758,102525,pin oak,40.71330715,-73.98352668,Good,2,0,OnCurb,None,NoDamage,323 MADISON STREET,10002,Manhattan,MN28,Lower East Side
190759,103355,Other,40.71458504,-73.9969157,Good,4,0,OnCurb,1or2,NoDamage,9 BOWERY,10002,Manhattan,MN27,Chinatown
31796,103424,Sophora,40.73892721,-73.99830973,Good,10,0,OnCurb,1or2,Damage,155 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
121497,103131,Other,40.72679827,-73.98604109,Fair,11,0,OnCurb,None,NoDamage,107 1 AVENUE,10003,Manhattan,MN22,East Village
177250,106034,Other,40.73507587,-73.97501574,Good,2,0,OnCurb,1or2,NoDamage,530 EAST 23 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
521637,102559,Callery pear,40.71511621,-73.97924663,Good,9,0,OnCurb,1or2,NoDamage,26 LEWIS STREET,10002,Manhattan,MN28,Lower East Side
139380,105439,Callery pear,40.74053474,-73.98342545,Good,7,0,OffsetFromCurb,1or2,NoDamage,137 EAST 25 STREET,10010,Manhattan,MN21,Gramercy
432721,101601,Other,40.72938092,-74.00245879,Fair,11,0,OnCurb,1or2,NoDamage,272 AVENUE OF THE AMERICAS,10014,Manhattan,MN23,West Village
194579,103158,pin oak,40.72855049,-73.9898433,Good,2,0,OnCurb,1or2,Damage,6 TARAS SHEVCHENKO PLACE,10003,Manhattan,MN22,East Village
271727,101276,ginkgo,40.72421934,-74.00137663,Fair,8,0,OnCurb,None,NoDamage,148 SPRING STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
33950,103251,Other,40.7303088,-73.98950207,Fair,7,0,OnCurb,None,NoDamage,32 3 AVENUE,10003,Manhattan,MN22,East Village
72960,102535,honeylocust,40.71373213,-73.98644497,Poor,15,0,OnCurb,None,NoDamage,221 HENRY STREET,10002,Manhattan,MN28,Lower East Side
84351,102389,Japanese zelkova,40.7103466,-73.99578365,Good,15,0,OnCurb,None,NoDamage,100 CHERRY STREET,10002,Manhattan,MN27,Chinatown
157067,216858,Other,40.70387535,-73.96636971,Good,10,0,OnCurb,None,NoDamage,21 TAYLOR STREET,11249,Brooklyn,BK72,Williamsburg
175118,218610,honeylocust,40.70799095,-73.96589704,Good,17,0,OnCurb,None,Damage,84 SOUTH 10 STREET,11249,Brooklyn,BK73,North Side-South Side
31828,103423,London planetree,40.73833072,-73.9989467,Fair,4,0,OnCurb,3or4,Damage,149 WEST 14 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
530362,103400,Other,40.71931993,-73.97725431,Good,2,0,OnCurb,None,NoDamage,442 EAST HOUSTON STREET,10009,Manhattan,MN28,Lower East Side
471779,103018,Other,40.72389578,-73.98980197,Good,4,0,OnCurb,None,NoDamage,46 EAST 1 STREET,10003,Manhattan,MN22,East Village
314510,103077,Sophora,40.72558232,-73.9917903,Good,18,0,OnCurb,None,Damage,325 BOWERY,10003,Manhattan,MN22,East Village
13383,102056,Callery pear,40.73501047,-74.00260833,Good,6,0,OnCurb,1or2,Damage,33 CHARLES STREET,10014,Manhattan,MN23,West Village
35334,103448,Sophora,40.7409089,-74.00102319,Good,10,0,OnCurb,None,NoDamage,261 WEST 16 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
175060,217358,honeylocust,40.70811108,-73.96482865,Good,15,0,OnCurb,None,Damage,95 SOUTH 10 STREET,11249,Brooklyn,BK73,North Side-South Side
35432,105269,honeylocust,40.73073157,-73.97430965,Good,12,0,OffsetFromCurb,None,NoDamage,309 AVENUE C,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
465960,102465,London planetree,40.71305432,-73.9843717,Good,12,0,OnCurb,None,Damage,305 MADISON STREET,10002,Manhattan,MN28,Lower East Side
157181,216860,Callery pear,40.70460746,-73.9664874,Good,4,0,OnCurb,1or2,Damage,48 CLYMER STREET,11249,Brooklyn,BK72,Williamsburg
48065,103489,Callery pear,40.74312804,-74.00292916,Good,9,0,OnCurb,1or2,NoDamage,354 WEST 18 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
173860,217670,Japanese zelkova,40.71150268,-73.96698234,Good,8,0,OnCurb,None,NoDamage,40 SOUTH 6 STREET,11249,Brooklyn,BK73,North Side-South Side
530371,111991,Callery pear,40.71902338,-73.97588482,Good,7,0,OnCurb,None,NoDamage,500 EAST HOUSTON STREET,10002,Manhattan,MN28,Lower East Side
206379,105407,honeylocust,40.73922333,-73.9821631,Good,10,0,OnCurb,1or2,NoDamage,214 EAST 24 STREET,10010,Manhattan,MN21,Gramercy
167207,105306,Japanese zelkova,40.73418842,-73.98143371,Good,6,0,OnCurb,1or2,Damage,343 EAST 18 STREET,10003,Manhattan,MN21,Gramercy
31962,104297,ginkgo,40.74071926,-73.98924809,Good,9,0,OnCurb,None,NoDamage,942 BROADWAY,10010,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
190661,103311,Other,40.71418656,-73.99674384,Good,4,0,OnCurb,1or2,NoDamage,15 DIVISION STREET,10002,Manhattan,MN27,Chinatown
449182,105322,honeylocust,40.73507492,-73.9751875,Good,11,0,OffsetFromCurb,None,NoDamage,530 EAST 23 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
48908,103453,honeylocust,40.74083658,-74.00310269,Good,3,0,OnCurb,3or4,NoDamage,324 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
49854,105267,honeylocust,40.72884033,-73.97608132,Good,13,0,OffsetFromCurb,None,NoDamage,635 EAST 14 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
103254,103154,Other,40.72775446,-73.98370212,Good,19,0,OnCurb,None,NoDamage,423 EAST 9 STREET,10009,Manhattan,MN22,East Village
67990,103470,Callery pear,40.74127523,-73.99412528,Good,8,0,OnCurb,3or4,NoDamage,655 AVENUE OF THE AMERICAS,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
153407,102158,honeylocust,40.73808934,-74.00086666,Good,12,0,OnCurb,3or4,NoDamage,200 WEST 13 STREET,10011,Manhattan,MN23,West Village
155276,217844,Japanese zelkova,40.71229285,-73.96670376,Good,6,0,OnCurb,None,NoDamage,41 SOUTH 5 STREET,11249,Brooklyn,BK73,North Side-South Side
31810,103421,littleleaf linden,40.73830589,-73.99712376,Good,8,0,OnCurb,3or4,NoDamage,112 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
58787,217374,honeylocust,40.70871561,-73.96590849,Fair,10,0,OnCurb,None,Damage,440 BERRY STREET,11249,Brooklyn,BK73,North Side-South Side
190756,103355,Other,40.71441373,-73.99703855,Good,5,0,OnCurb,1or2,NoDamage,1,10002,Manhattan,MN27,Chinatown
44590,105328,pin oak,40.73556507,-73.98315842,Good,3,0,OnCurb,1or2,NoDamage,242 EAST 19 STREET,10003,Manhattan,MN21,Gramercy
69234,102955,honeylocust,40.7226294,-73.97738093,Good,10,0,OnCurb,1or2,Damage,754 EAST 6 STREET,10009,Manhattan,MN28,Lower East Side
170390,103265,Other,40.73131259,-73.98649647,Fair,7,0,OnCurb,None,NoDamage,233 EAST 12 STREET,10003,Manhattan,MN22,East Village
177848,105995,London planetree,40.73448877,-73.9801119,Good,16,0,OnCurb,None,NoDamage,324 1 AVENUE,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
134560,105418,ginkgo,40.73847512,-73.9855776,Fair,6,0,OnCurb,3or4,NoDamage,2 LEXINGTON AVENUE,10010,Manhattan,MN21,Gramercy
179611,103384,London planetree,40.72181889,-73.98902707,Good,18,0,OnCurb,None,NoDamage,180 ALLEN STREET,10002,Manhattan,MN27,Chinatown
168267,103088,London planetree,40.72627438,-73.97558573,Fair,14,0,OnCurb,1or2,NoDamage,730 EAST 12 STREET,10009,Manhattan,MN28,Lower East Side
118487,102868,Sophora,40.72061955,-73.99075538,Good,5,0,OnCurb,None,NoDamage,184 ELDRIDGE STREET,10002,Manhattan,MN27,Chinatown
176425,105453,Other,40.73937321,-73.97832181,Fair,9,0,OffsetFromCurb,None,NoDamage,330 EAST 26 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
162832,103066,ginkgo,40.7249849,-73.97829377,Fair,9,0,OnCurb,1or2,Damage,133 AVENUE C,10009,Manhattan,MN28,Lower East Side
543671,105460,Callery pear,40.74079297,-73.97987034,Good,15,0,OnCurb,None,NoDamage,225 EAST 27 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
84279,102771,ginkgo,40.71878826,-73.98516289,Good,2,0,OnCurb,1or2,NoDamage,78 CLINTON STREET,10002,Manhattan,MN28,Lower East Side
102888,103194,Callery pear,40.72900593,-73.98513093,Good,11,0,OnCurb,3or4,NoDamage,230 EAST 10 STREET,10003,Manhattan,MN22,East Village
239593,105263,honeylocust,40.72973505,-73.97819873,Good,13,0,OffsetFromCurb,1or2,NoDamage,545 EAST 14 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
160850,102336,Callery pear,40.73640836,-74.00158789,Good,14,0,OnCurb,None,NoDamage,208 WEST 11 STREET,10014,Manhattan,MN23,West Village
73405,101828,Callery pear,40.7329444,-73.99261865,Good,10,0,OnCurb,3or4,NoDamage,54 EAST 11 STREET,10003,Manhattan,MN23,West Village
365194,102939,littleleaf linden,40.72271381,-73.98525177,Poor,6,0,OnCurb,1or2,NoDamage,155 EAST 2 STREET,10009,Manhattan,MN22,East Village
315144,103096,honeylocust,40.7257645,-73.99017848,Good,12,0,OnCurb,1or2,Damage,34 EAST 3 STREET,10003,Manhattan,MN22,East Village
415998,100927,honeylocust,40.7109517,-74.00188002,Good,12,0,OnCurb,None,NoDamage,29 AVENUE OF THE FINEST,10038,Manhattan,MN27,Chinatown
132023,103253,Callery pear,40.73165041,-73.98821088,Fair,11,0,OnCurb,None,NoDamage,76 3 AVENUE,10003,Manhattan,MN22,East Village
11498,100910,Other,40.71431669,-74.0035596,Good,3,0,OffsetFromCurb,None,NoDamage,48 DUANE STREET,10007,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
73049,102039,Other,40.7363437,-73.99672167,Good,7,0,OnCurb,1or2,NoDamage,55 WEST 13 STREET,10011,Manhattan,MN23,West Village
171581,103123,ginkgo,40.72695546,-73.97415303,Good,5,0,OnCurb,1or2,NoDamage,199 AVENUE D,10009,Manhattan,MN28,Lower East Side
206353,105377,honeylocust,40.73755757,-73.97988058,Good,10,0,OnCurb,1or2,NoDamage,324 EAST 23 STREET,10010,Manhattan,MN21,Gramercy
72808,102506,honeylocust,40.71352888,-73.99021075,Good,3,0,OnCurb,None,NoDamage,143 HENRY STREET,10002,Manhattan,MN28,Lower East Side
191495,104278,honeylocust,40.73900021,-73.98706607,Fair,7,0,OnCurb,1or2,NoDamage,273 PARK AVENUE SOUTH,10010,Manhattan,MN21,Gramercy
69162,103041,honeylocust,40.72532608,-73.98376022,Good,4,0,OnCurb,1or2,NoDamage,501 EAST 6 STREET,10009,Manhattan,MN22,East Village
168166,102754,London planetree,40.7181089,-73.98454165,Poor,17,0,OnCurb,None,NoDamage,87 ATTORNEY STREET,10002,Manhattan,MN28,Lower East Side
277206,101465,Japanese zelkova,40.72672181,-74.00209283,Good,5,0,OnCurb,None,Damage,135 SULLIVAN STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
162848,103052,ginkgo,40.72538465,-73.97779913,Good,11,0,OnCurb,3or4,NoDamage,145 AVENUE C,10009,Manhattan,MN28,Lower East Side
86885,103118,Other,40.72635307,-73.98036343,Good,7,0,OnCurb,None,NoDamage,143 AVENUE B,10009,Manhattan,MN22,East Village
72899,102563,Japanese zelkova,40.71474349,-73.99165223,Good,3,0,OnCurb,1or2,Damage,48 CANAL STREET,10002,Manhattan,MN27,Chinatown
12737,101819,Sophora,40.73255176,-74.00281948,Good,12,0,OnCurb,1or2,Damage,19 BARROW STREET,10014,Manhattan,MN23,West Village
471784,103018,Other,40.72415134,-73.99040817,Fair,16,0,OnCurb,None,NoDamage,24 EAST 1 STREET,10003,Manhattan,MN22,East Village
26803,103442,Callery pear,40.7408372,-73.9974886,Good,6,0,OnCurb,None,NoDamage,160 WEST 18 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
522057,105195,Other,40.74100746,-73.98576904,Good,5,0,OnCurb,1or2,NoDamage,327 PARK AVENUE SOUTH,10010,Manhattan,MN21,Gramercy
102545,103034,Sophora,40.72509003,-73.97765634,Good,3,0,OnCurb,1or2,NoDamage,700 EAST 9 STREET,10009,Manhattan,MN28,Lower East Side
602803,217830,honeylocust,40.70696787,-73.96855267,Good,20,0,OffsetFromCurb,None,NoDamage,485 KENT AVENUE,11249,Brooklyn,BK73,North Side-South Side
143992,101270,Other,40.72345238,-73.99582124,Good,3,0,OnCurb,1or2,NoDamage,49 PRINCE STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
71236,101521,Other,40.72783907,-74.00450084,Good,5,0,OnCurb,1or2,NoDamage,41 KING STREET,10014,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
12812,101816,Sophora,40.73187196,-74.00301568,Good,14,0,OnCurb,None,Damage,31 JONES STREET,10014,Manhattan,MN23,West Village
362954,102926,pin oak,40.72204008,-73.97947861,Good,3,0,OnCurb,1or2,NoDamage,320 EAST 4 STREET,10009,Manhattan,MN28,Lower East Side
72773,102830,honeylocust,40.71926638,-73.98882241,Good,3,0,OnCurb,3or4,NoDamage,101 LUDLOW STREET,10002,Manhattan,MN27,Chinatown
192925,102225,Callery pear,40.7399148,-74.00314215,Good,6,0,OnCurb,None,NoDamage,310 WEST 14 STREET,10014,Manhattan,MN23,West Village
178419,106003,London planetree,40.7329116,-73.97515307,Good,15,0,OnCurb,None,Damage,610 EAST 20 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
13055,101798,ginkgo,40.73268003,-74.00138571,Good,10,0,OnCurb,1or2,NoDamage,120 WEST WASHINGTON PLACE,10014,Manhattan,MN23,West Village
198854,102452,London planetree,40.71230914,-73.97845109,Fair,25,0,OnCurb,None,Damage,453 F D R DRIVE,10002,Manhattan,MN28,Lower East Side
69165,102986,Other,40.72348012,-73.9831493,Good,3,0,OnCurb,None,NoDamage,230 EAST 4 STREET,10009,Manhattan,MN22,East Village
27992,105310,Japanese zelkova,40.73442623,-73.9856483,Good,6,0,OnCurb,3or4,NoDamage,205 EAST 16 STREET,10003,Manhattan,MN21,Gramercy
181405,103173,honeylocust,40.72808515,-73.97883911,Good,3,0,OnCurb,1or2,NoDamage,601 EAST 12 STREET,10009,Manhattan,MN28,Lower East Side
474023,104301,littleleaf linden,40.74032282,-73.98477935,Good,6,0,OnCurb,1or2,NoDamage,130 EAST 24 STREET,10010,Manhattan,MN21,Gramercy
139449,104314,Callery pear,40.74043951,-73.98417523,Good,2,0,OnCurb,3or4,NoDamage,50 LEXINGTON AVENUE,10010,Manhattan,MN21,Gramercy
72998,102489,Japanese zelkova,40.71361709,-73.98659436,Good,7,0,OnCurb,1or2,NoDamage,217 HENRY STREET,10002,Manhattan,MN28,Lower East Side
196411,103298,London planetree,40.71523275,-73.99236852,Good,8,0,OnCurb,None,NoDamage,18 ALLEN STREET,10002,Manhattan,MN27,Chinatown
90673,105488,honeylocust,40.74276696,-73.98072413,Good,11,0,OnCurb,1or2,NoDamage,154 EAST 29 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
28019,105305,Other,40.73319304,-73.98470528,Good,2,0,OnCurb,1or2,NoDamage,247 2 AVENUE,10003,Manhattan,MN21,Gramercy
30450,101701,pin oak,40.73082135,-73.99904973,Good,18,0,OnCurb,1or2,Damage,50 WASHINGTON SQUARE SOUTH,10011,Manhattan,MN23,West Village
168283,103402,Sophora,40.72653651,-73.97510381,Good,3,0,OffsetFromCurb,1or2,NoDamage,733 EAST 12 STREET,10009,Manhattan,MN28,Lower East Side
363674,102894,Other,40.72134201,-73.97969861,Good,12,0,OnCurb,1or2,NoDamage,291 EAST 3 STREET,10009,Manhattan,MN28,Lower East Side
84149,102390,Other,40.71004831,-73.99397673,Good,12,0,OnCurb,None,NoDamage,169 CHERRY STREET,10002,Manhattan,MN27,Chinatown
177219,105405,littleleaf linden,40.73832308,-73.98172022,Good,6,0,OnCurb,None,NoDamage,223 EAST 23 STREET,10010,Manhattan,MN21,Gramercy
49607,101966,Japanese zelkova,40.73434497,-74.00129799,Good,15,0,OnCurb,1or2,Damage,181 WAVERLY PLACE,10014,Manhattan,MN23,West Village
102873,103217,Sophora,40.72944987,-73.98207609,Good,15,0,OnCurb,None,NoDamage,431 EAST 12 STREET,10009,Manhattan,MN22,East Village
176079,105333,London planetree,40.73569703,-73.98232738,Good,13,0,OffsetFromCurb,None,NoDamage,341 2 AVENUE,10003,Manhattan,MN21,Gramercy
396123,102641,Callery pear,40.71517078,-73.98328427,Good,16,0,OnCurb,None,Damage,2 BIALYSTOKER PLACE,10002,Manhattan,MN28,Lower East Side
84288,102409,ginkgo,40.71099122,-73.98128692,Poor,3,0,OnCurb,None,NoDamage,367 F D R DRIVE,10002,Manhattan,MN28,Lower East Side
195248,102084,London planetree,40.73584391,-73.99948945,Fair,20,0,OnCurb,1or2,Damage,126 WEST 11 STREET,10011,Manhattan,MN23,West Village
69478,103020,Callery pear,40.7242261,-73.97935274,Fair,14,0,OnCurb,1or2,NoDamage,224 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
102435,103175,Callery pear,40.72832675,-73.9819838,Good,10,0,OnCurb,None,NoDamage,171 AVENUE A,10009,Manhattan,MN22,East Village
84659,105991,honeylocust,40.73461269,-73.97989011,Good,3,0,OnCurb,1or2,NoDamage,338 1 AVENUE,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
136513,103000,Callery pear,40.72375304,-73.99189192,Good,4,0,OnCurb,1or2,NoDamage,273 BOWERY,10002,Manhattan,MN27,Chinatown
436972,102932,honeylocust,40.72170135,-73.99020583,Good,5,0,OnCurb,None,NoDamage,217 ELDRIDGE STREET,10002,Manhattan,MN27,Chinatown
159921,103398,pin oak,40.71519221,-73.97876131,Good,14,0,OnCurb,None,Damage,301 DELANCEY ST SOUTH,10002,Manhattan,MN28,Lower East Side
437705,103003,Callery pear,40.7233685,-73.99129148,Poor,6,0,OnCurb,None,Damage,7 2 AVENUE,10002,Manhattan,MN27,Chinatown
118032,102556,honeylocust,40.71440032,-73.98510296,Fair,10,0,OnCurb,None,Damage,259 EAST BROADWAY,10002,Manhattan,MN28,Lower East Side
71241,101521,ginkgo,40.72777897,-74.00388351,Good,4,0,OnCurb,1or2,NoDamage,29 KING STREET,10014,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
158639,102354,ginkgo,40.72203313,-73.99733604,Good,3,0,OnCurb,None,NoDamage,224 LAFAYETTE STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
432794,102265,Callery pear,40.7286495,-74.00332915,Good,9,0,OffsetFromCurb,None,NoDamage,1 BEDFORD STREET,10014,Manhattan,MN23,West Village
220944,105459,ginkgo,40.74165292,-73.98093084,Good,3,0,OnCurb,1or2,NoDamage,385 3 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
195369,102085,Callery pear,40.73514103,-73.99857504,Good,11,0,OnCurb,None,NoDamage,455 AVENUE OF THE AMERICAS,10011,Manhattan,MN23,West Village
163820,102980,London planetree,40.7230111,-73.97792062,Good,6,0,OffsetFromCurb,None,NoDamage,732 EAST 6 STREET,10009,Manhattan,MN28,Lower East Side
271370,101443,pin oak,40.72614545,-74.00066771,Good,5,0,OnCurb,1or2,NoDamage,456 WEST BROADWAY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
102822,103046,Callery pear,40.72472298,-73.97863373,Good,8,0,OnCurb,1or2,NoDamage,342 EAST 8 STREET,10009,Manhattan,MN28,Lower East Side
102994,103152,ginkgo,40.72831811,-73.98350011,Good,7,0,OnCurb,1or2,NoDamage,268 EAST 10 STREET,10009,Manhattan,MN22,East Village
246084,101321,Other,40.72441209,-74.00477138,Fair,17,0,OnCurb,None,NoDamage,131 AVENUE OF THE AMERICAS,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
201415,102977,Sophora,40.72262895,-73.99058037,Fair,6,0,OnCurb,None,NoDamage,204 FORSYTH STREET,10002,Manhattan,MN27,Chinatown
30172,104220,littleleaf linden,40.73705648,-73.99413868,Good,5,0,OnCurb,1or2,NoDamage,10 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
246051,101356,Callery pear,40.72510861,-74.00466691,Fair,10,0,OnCurb,None,NoDamage,145 AVENUE OF THE AMERICAS,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
121406,102973,Other,40.72357221,-73.98807643,Good,13,0,OnCurb,None,NoDamage,20 1 AVENUE,10009,Manhattan,MN22,East Village
268519,101267,Other,40.72340562,-73.99381542,Fair,4,0,OnCurb,1or2,NoDamage,244 ELIZABETH STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
232895,103192,London planetree,40.72872632,-73.98600928,Good,16,0,OnCurb,None,Damage,325 EAST 9 STREET,10003,Manhattan,MN22,East Village
84231,102642,Callery pear,40.71517137,-73.98381312,Good,8,0,OnCurb,None,NoDamage,466 GRAND STREET,10002,Manhattan,MN28,Lower East Side
33978,101773,Callery pear,40.73136454,-73.99226801,Poor,6,0,OnCurb,1or2,NoDamage,63 EAST 9 STREET,10003,Manhattan,MN23,West Village
255024,102164,Other,40.73770376,-74.00392612,Good,3,0,OnCurb,1or2,NoDamage,320 WEST 4 STREET,10014,Manhattan,MN23,West Village
297486,103065,Sophora,40.72605498,-73.98925955,Good,10,0,OnCurb,1or2,NoDamage,86 EAST 4 STREET,10003,Manhattan,MN22,East Village
84095,102851,honeylocust,40.71947111,-73.99071461,Good,6,0,OnCurb,None,Damage,64 DELANCEY STREET,10002,Manhattan,MN27,Chinatown
84344,102389,littleleaf linden,40.71056065,-73.9943987,Good,11,0,OnCurb,None,Damage,77 MARKET STREET,10002,Manhattan,MN27,Chinatown
178344,105999,London planetree,40.73413786,-73.97808372,Good,20,0,OnCurb,None,Damage,430 EAST 20 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
27932,105277,Sophora,40.73168857,-73.98315939,Good,3,0,OnCurb,1or2,Damage,347 EAST 14 STREET,10003,Manhattan,MN21,Gramercy
103320,103216,Other,40.72961577,-73.98104498,Good,8,0,OnCurb,1or2,NoDamage,207 AVENUE A,10009,Manhattan,MN22,East Village
178920,103226,honeylocust,40.73021504,-73.98414999,Good,15,0,OnCurb,None,Damage,345 EAST 12 STREET,10003,Manhattan,MN22,East Village
118489,102532,Other,40.71364211,-73.98054558,Good,3,0,OnCurb,None,NoDamage,14 JACKSON STREET,10002,Manhattan,MN28,Lower East Side
211496,101583,honeylocust,40.72908852,-74.00456018,Good,16,0,OnCurb,1or2,NoDamage,55 DOWNING STREET,10014,Manhattan,MN23,West Village
134335,105410,Other,40.73879469,-73.98501439,Fair,10,0,OnCurb,3or4,NoDamage,135 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
190771,103355,London planetree,40.71509669,-73.99655444,Good,15,0,OffsetFromCurb,None,NoDamage,33 BOWERY,10002,Manhattan,MN27,Chinatown
69418,103087,Callery pear,40.72592492,-73.97782116,Good,3,0,OnCurb,1or2,NoDamage,394 EAST 10 STREET,10009,Manhattan,MN28,Lower East Side
