tree_id,block_id,species_group,latitude,longitude,health,tree_dbh,stump_diam,curb_loc,steward,sidewalk,address,zipcode,boroname,nta,nta_name
206577,105414,Sophora,40.73868034,-73.98061712,Good,4,0,OnCurb,1or2,NoDamage,245 EAST 24 STREET,10010,Manhattan,MN20,Murray Hill-Kips Bay
73011,102430,Callery pear,40.71165026,-73.99411765,Good,4,0,OnCurb,None,NoDamage,56 MARKET STREET,10002,Manhattan,MN27,Chinatown
84349,102389,Callery pear,40.7104232,-73.99528807,Good,16,0,OnCurb,None,Damage,100 CHERRY STREET,10002,Manhattan,MN27,Chinatown
235457,101373,littleleaf linden,40.72514222,-73.99915591,Fair,2,0,OnCurb,1or2,NoDamage,119 GREENE STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
174819,217306,Japanese zelkova,40.70825277,-73.96692812,Good,10,0,OnCurb,None,NoDamage,46 SOUTH 10 STREET,11249,Brooklyn,BK73,North Side-South Side
205174,105371,ginkgo,40.73786458,-73.97861718,Poor,11,0,OnCurb,None,NoDamage,340 EAST 24 STREET,10010,Manhattan,MN20,Murray Hill-Kips Bay
259645,102965,ginkgo,40.72217109,-73.98367901,Good,7,0,OnCurb,None,NoDamage,201 EAST 2 STREET,10009,Manhattan,MN22,East Village
13422,101866,ginkgo,40.7325721,-74.00093275,Good,13,0,OnCurb,1or2,NoDamage,109 WEST WASHINGTON PLACE,10014,Manhattan,MN23,West Village
522229,105192,Other,40.74297327,-73.98433674,Good,5,0,OnCurb,1or2,NoDamage,396 PARK AVENUE SOUTH,10016,Manhattan,MN21,Gramercy
102965,103177,Other,40.72897756,-73.98414104,Good,5,0,OnCurb,None,NoDamage,170 1 AVENUE,10009,Manhattan,MN22,East Village
241052,105455,Callery pear,40.74123518,-73.97736231,Good,5,0,OnCurb,None,Damage,303 EAST 29 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
430398,101780,ginkgo,40.73135631,-74.00239655,Poor,5,0,OnCurb,None,NoDamage,29 CORNELIA STREET,10014,Manhattan,MN23,West Village
269052,101201,Sophora,40.72148666,-73.99504706,Good,15,0,OnCurb,3or4,NoDamage,20 SPRING STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
49850,105267,Other,40.7289901,-73.97650644,Good,2,0,OnCurb,None,NoDamage,635 EAST 14 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
34273,102288,Sophora,40.7297008,-74.0018516,Fair,4,0,OnCurb,3or4,Damage,1 MINETTA STREET,10012,Manhattan,MN23,West Village
174816,217306,Japanese zelkova,40.708211,-73.96656069,Good,10,0,OnCurb,None,NoDamage,52 SOUTH 10 STREET,11249,Brooklyn,BK73,North Side-South Side
435917,102757,Sophora,40.7178667,-73.99271187,Good,2,0,OnCurb,None,NoDamage,276 GRAND STREET,10002,Manhattan,MN27,Chinatown
211500,101583,ginkgo,40.72924242,-74.00406366,Good,9,0,OnCurb,1or2,NoDamage,45 DOWNING STREET,10014,Manhattan,MN23,West Village
271758,101273,Other,40.72382146,-74.00147671,Good,3,0,OnCurb,None,NoDamage,81 WOOSTER STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
253265,103149,ginkgo,40.72769237,-73.98730651,Good,6,0,OnCurb,3or4,NoDamage,53 EAST 7 STREET,10003,Manhattan,MN22,East Village
271751,101273,Other,40.72329318,-74.00192437,Good,2,0,OnCurb,1or2,NoDamage,63 WOOSTER STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
77476,101065,Callery pear,40.7194825,-73.99797407,Poor,8,0,OnCurb,None,NoDamage,179 GRAND STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
61114,105990,honeylocust,40.73431278,-73.97880075,Good,8,0,OffsetFromCurb,None,NoDamage,420 EAST 20 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
73079,101578,Other,40.72895899,-73.99914836,Good,7,0,OnCurb,1or2,NoDamage,216 THOMPSON STREET,10012,Manhattan,MN23,West Village
252699,103045,honeylocust,40.72492673,-73.98845929,Good,11,0,OnCurb,None,Damage,78 EAST 3 STREET,10003,Manhattan,MN22,East Village
522169,105193,Other,40.74235988,-73.98478262,Good,4,0,OnCurb,1or2,NoDamage,373 PARK AVENUE SOUTH,10010,Manhattan,MN21,Gramercy
84281,102487,honeylocust,40.71300699,-73.98651877,Good,12,0,OnCurb,None,Damage,230 CLINTON STREET,10002,Manhattan,MN28,Lower East Side
67878,103467,Callery pear,40.74191693,-73.99614405,Good,14,0,OnCurb,3or4,Damage,155 WEST 20 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
102823,103046,Callery pear,40.72475706,-73.97871449,Good,6,0,OnCurb,1or2,NoDamage,342 EAST 8 STREET,10009,Manhattan,MN28,Lower East Side
27740,103445,Japanese zelkova,40.74093699,-73.99592292,Good,4,0,OnCurb,None,NoDamage,133 WEST 19 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
13250,102058,Other,40.73563846,-74.00234246,Good,4,0,OnCurb,3or4,NoDamage,30 PERRY STREET,10014,Manhattan,MN23,West Village
134338,105410,London planetree,40.73847481,-73.98425565,Good,12,0,OnCurb,1or2,NoDamage,145 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
272014,101229,ginkgo,40.72337448,-73.9958581,Fair,9,0,OnCurb,1or2,Damage,50 PRINCE STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
136168,218117,Other,40.71448265,-73.96569615,Good,5,0,OnCurb,None,NoDamage,54 SOUTH 2 STREET,11249,Brooklyn,BK73,North Side-South Side
136184,102929,honeylocust,40.72094558,-73.98669528,Fair,8,0,OnCurb,None,Damage,125 STANTON STREET,10002,Manhattan,MN27,Chinatown
73827,103482,ginkgo,40.74240346,-73.99549768,Good,2,0,OnCurb,1or2,NoDamage,145 WEST 21 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
267642,101479,pin oak,40.72696149,-74.00202564,Fair,6,0,OnCurb,1or2,NoDamage,140 SULLIVAN STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
27547,101570,London planetree,40.72852358,-74.00258171,Fair,22,0,OffsetFromCurb,None,NoDamage,251 AVENUE OF THE AMERICAS,10012,Manhattan,MN23,West Village
153575,102817,London planetree,40.71950057,-73.98397682,Fair,12,0,OffsetFromCurb,None,NoDamage,141 ATTORNEY STREET,10002,Manhattan,MN28,Lower East Side
449062,105342,honeylocust,40.73324971,-73.97545038,Good,14,0,OffsetFromCurb,None,NoDamage,540 EAST 20 STREET,10010,Manhattan,MN50,Stuyvesant Town-Cooper Village
72760,102676,ginkgo,40.71687671,-73.98596807,Good,11,0,OnCurb,None,Damage,177 BROOME STREET,10002,Manhattan,MN28,Lower East Side
135569,218304,honeylocust,40.71684814,-73.96481773,Good,4,0,OnCurb,None,NoDamage,51 NORTH 1 STREET,11249,Brooklyn,BK73,North Side-South Side
174920,217284,littleleaf linden,40.7080782,-73.9653845,Good,10,0,OnCurb,None,Damage,92 SOUTH 10 STREET,11249,Brooklyn,BK73,North Side-South Side
118630,102861,ginkgo,40.72002939,-73.98657888,Good,2,0,OnCurb,None,NoDamage,137 NORFOLK STREET,10002,Manhattan,MN27,Chinatown
73080,101578,Sophora,40.72878819,-73.99929419,Good,12,0,OnCurb,None,NoDamage,210 THOMPSON STREET,10012,Manhattan,MN23,West Village
417920,103333,London planetree,40.72470447,-73.97447556,Fair,13,0,OnCurb,None,NoDamage,152 AVENUE D,10009,Manhattan,MN28,Lower East Side
103202,103219,Sophora,40.73020423,-73.98215303,Good,2,0,OnCurb,1or2,NoDamage,424 EAST 13 STREET,10009,Manhattan,MN22,East Village
35767,105380,honeylocust,40.73761268,-73.98438964,Good,11,0,OnCurb,None,Damage,152 EAST 21 STREET,10003,Manhattan,MN21,Gramercy
126225,103230,Callery pear,40.73053625,-73.98875659,Fair,3,0,OnCurb,1or2,Damage,102 EAST 10 STREET,10003,Manhattan,MN22,East Village
314841,103076,honeylocust,40.72521264,-73.99026256,Good,5,0,OnCurb,None,NoDamage,41 2 AVENUE,10003,Manhattan,MN22,East Village
27428,101641,littleleaf linden,40.72987842,-73.99957083,Good,6,0,OnCurb,3or4,NoDamage,240 SULLIVAN STREET,10012,Manhattan,MN23,West Village
335443,103397,pin oak,40.71611264,-73.98188035,Good,14,0,OffsetFromCurb,None,NoDamage,25 BIALYSTOKER PLACE,10002,Manhattan,MN28,Lower East Side
314719,103043,Sophora,40.72438444,-73.98894602,Good,4,0,OnCurb,1or2,NoDamage,73 EAST 2 STREET,10003,Manhattan,MN22,East Village
432375,101447,pin oak,40.72675732,-73.99692375,Good,13,0,OffsetFromCurb,None,NoDamage,181 MERCER STREET,10012,Manhattan,MN23,West Village
84664,105991,honeylocust,40.73398456,-73.98035482,Good,4,0,OnCurb,1or2,NoDamage,310 1 AVENUE,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
136670,103054,ginkgo,40.72483516,-73.99053588,Good,3,0,OnCurb,None,NoDamage,31 2 AVENUE,10003,Manhattan,MN22,East Village
35439,105269,honeylocust,40.72991414,-73.97490524,Good,10,0,OffsetFromCurb,None,NoDamage,277 AVENUE C,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
69104,103147,Sophora,40.72724157,-73.97971028,Good,3,0,OnCurb,3or4,NoDamage,170 AVENUE B,10009,Manhattan,MN22,East Village
240882,105448,Callery pear,40.74086694,-73.97547717,Good,12,0,OnCurb,None,NoDamage,430 EAST 30 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
45711,219973,Other,40.70323673,-73.9916867,Good,3,0,OnCurb,1or2,Damage,56 WATER STREET,11201,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
521708,105204,Other,40.7355293,-73.98977885,Good,2,0,OnCurb,1or2,NoDamage,20 UNION SQUARE EAST,10003,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
452644,103299,London planetree,40.7155499,-73.99228858,Good,12,0,OnCurb,None,NoDamage,23 ALLEN STREET,10002,Manhattan,MN27,Chinatown
73356,101999,honeylocust,40.73529991,-73.99622187,Good,9,0,OnCurb,1or2,Damage,44 WEST 12 STREET,10011,Manhattan,MN23,West Village
34261,101640,honeylocust,40.73009966,-74.00080164,Fair,14,0,OnCurb,3or4,NoDamage,1 MINETTA LANE,10012,Manhattan,MN23,West Village
254327,102151,Japanese zelkova,40.7376671,-74.00264394,Good,6,0,OnCurb,1or2,NoDamage,247 WEST 12 STREET,10014,Manhattan,MN23,West Village
148277,104363,honeylocust,40.74300283,-73.98319352,Good,9,0,OnCurb,1or2,Damage,114 EAST 28 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
432799,102265,Other,40.72848103,-74.00300714,Good,17,0,OnCurb,None,NoDamage,172 WEST HOUSTON STREET,10014,Manhattan,MN23,West Village
176588,105349,Other,40.73683546,-73.98062463,Good,6,0,OnCurb,None,Damage,312 EAST 22 STREET,10010,Manhattan,MN21,Gramercy
118610,102916,Japanese zelkova,40.72129397,-73.98953302,Fair,7,0,OnCurb,None,NoDamage,167 ALLEN STREET,10002,Manhattan,MN27,Chinatown
268160,101182,Callery pear,40.72190231,-73.99357364,Good,6,0,OnCurb,1or2,NoDamage,220 BOWERY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
206434,106078,Japanese zelkova,40.73849562,-73.98016522,Good,9,0,OnCurb,3or4,NoDamage,305 EAST 24 STREET,10010,Manhattan,MN20,Murray Hill-Kips Bay
232250,103240,Sophora,40.73000201,-73.98076275,Poor,2,0,OnCurb,1or2,NoDamage,215 AVENUE A,10009,Manhattan,MN22,East Village
84216,102391,Other,40.70981366,-73.99225307,Poor,3,0,OnCurb,None,NoDamage,71 PIKE SLIP,10002,Manhattan,MN27,Chinatown
179820,102993,London planetree,40.7214283,-73.99139053,Good,19,0,OnCurb,None,NoDamage,172 FORSYTH STREET,10002,Manhattan,MN27,Chinatown
232209,103273,Callery pear,40.73251633,-73.98735007,Poor,5,0,OnCurb,None,NoDamage,203 EAST 13 STREET,10003,Manhattan,MN22,East Village
294538,103320,Other,40.71154746,-73.97881704,Good,3,0,OffsetFromCurb,None,NoDamage,397 F D R DRIVE,10002,Manhattan,MN28,Lower East Side
63458,105316,honeylocust,40.73468158,-73.98651102,Good,2,0,OnCurb,None,NoDamage,146 EAST 16 STREET,10003,Manhattan,MN21,Gramercy
202342,103116,Sophora,40.72671726,-73.99055857,Good,9,0,OnCurb,None,NoDamage,69 EAST 4 STREET,10003,Manhattan,MN22,East Village
346432,105494,Sophora,40.74145482,-73.97555349,Good,5,0,OnCurb,None,NoDamage,350 EAST 30 STREET,10016,Manhattan,MN20,Murray Hill-Kips Bay
268804,101203,Other,40.72274393,-73.99433895,Good,4,0,OnCurb,1or2,NoDamage,211 ELIZABETH STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
44430,105334,ginkgo,40.73501968,-73.98160913,Good,12,0,OnCurb,None,NoDamage,319 EAST 19 STREET,10003,Manhattan,MN21,Gramercy
84096,102851,Sophora,40.71950744,-73.9908346,Good,6,0,OnCurb,None,Damage,62 DELANCEY STREET,10002,Manhattan,MN27,Chinatown
79010,105397,ginkgo,40.73812745,-73.98534874,Good,16,0,OnCurb,3or4,NoDamage,48 GRAMERCY PARK NORTH,10010,Manhattan,MN21,Gramercy
144166,101288,Other,40.72333261,-73.99471821,Good,4,0,OnCurb,3or4,NoDamage,246 MOTT STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
155271,217844,honeylocust,40.71254331,-73.96742506,Good,4,0,OnCurb,None,NoDamage,19 SOUTH 5 STREET,11249,Brooklyn,BK73,North Side-South Side
118893,102594,Other,40.71455053,-73.99053239,Good,6,0,OnCurb,None,NoDamage,27 CANAL STREET,10002,Manhattan,MN27,Chinatown
30469,101763,honeylocust,40.73146243,-74.00034828,Good,7,0,OnCurb,1or2,NoDamage,145 WEST 4 STREET,10011,Manhattan,MN23,West Village
28025,105298,ginkgo,40.73384657,-73.98625074,Good,3,0,OnCurb,None,NoDamage,201 EAST 15 STREET,10003,Manhattan,MN21,Gramercy
173880,217166,Other,40.705818120000004,-73.96537867,Good,11,0,OnCurb,1or2,NoDamage,10 JULIANA PLACE,11249,Brooklyn,BK72,Williamsburg
136736,102987,Other,40.72396629,-73.99023729,Good,9,0,OnCurb,1or2,NoDamage,37 EAST 1 STREET,10003,Manhattan,MN22,East Village
27210,101560,Callery pear,40.72806215,-73.99789203,Fair,6,0,OnCurb,None,NoDamage,3 WASHINGTON SQUARE VILLAGE,10012,Manhattan,MN23,West Village
171625,103124,honeylocust,40.72812329,-73.97576559,Good,2,0,OffsetFromCurb,1or2,NoDamage,214 AVENUE C,10009,Manhattan,MN28,Lower East Side
447384,101807,Sophora,40.73234838,-73.9990309,Fair,16,0,OnCurb,None,NoDamage,106 WAVERLY PLACE,10011,Manhattan,MN23,West Village
30166,104220,honeylocust,40.73676744,-73.99344826,Good,6,0,OnCurb,1or2,NoDamage,2 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
236546,101402,London planetree,40.72630508,-73.99924542,Good,3,0,OnCurb,1or2,NoDamage,158 WOOSTER STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
598625,217748,littleleaf linden,40.71234019,-73.96723037,Good,4,0,OffsetFromCurb,None,Damage,29 SOUTH 5 STREET,11249,Brooklyn,BK73,North Side-South Side
264084,102136,Callery pear,40.73757441,-74.00256083,Good,6,0,OnCurb,None,NoDamage,246 WEST 12 STREET,10014,Manhattan,MN23,West Village
144181,101305,pin oak,40.7236172,-73.99470482,Good,5,0,OnCurb,None,NoDamage,256 MOTT STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
453644,102371,Callery pear,40.70983264,-73.99531776,Good,14,0,OnCurb,1or2,NoDamage,210 SOUTH STREET,10002,Manhattan,MN27,Chinatown
221114,105456,littleleaf linden,40.74047843,-73.97885453,Fair,2,0,OnCurb,1or2,NoDamage,484 2 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
555984,103099,London planetree,40.72635328,-73.97284551,Fair,18,0,OnCurb,None,NoDamage,12-025 F D R DRIVE,10009,Manhattan,MN28,Lower East Side
240973,105454,honeylocust,40.74045656,-73.97608296,Good,7,0,OnCurb,1or2,Damage,485 1 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
102437,103175,Other,40.72800725,-73.98221593,Good,14,0,OnCurb,None,Damage,161 AVENUE A,10009,Manhattan,MN22,East Village
118588,102862,honeylocust,40.71971044,-73.9870207,Good,3,0,OnCurb,None,NoDamage,126 RIVINGTON STREET,10002,Manhattan,MN27,Chinatown
162064,103188,Callery pear,40.72873347,-73.98037816,Poor,2,0,OnCurb,3or4,NoDamage,519 EAST 12 STREET,10009,Manhattan,MN22,East Village
172165,102953,Other,40.72251379,-73.97870759,Good,2,0,OnCurb,None,NoDamage,721 EAST 5 STREET,10009,Manhattan,MN28,Lower East Side
470990,102798,littleleaf linden,40.71926634,-73.98685436,Fair,2,0,OnCurb,1or2,NoDamage,122 NORFOLK STREET,10002,Manhattan,MN28,Lower East Side
362952,102926,Callery pear,40.72212828,-73.97968741,Good,11,0,OnCurb,1or2,Damage,309 EAST 4 STREET,10009,Manhattan,MN28,Lower East Side
232240,103243,pin oak,40.73080306,-73.98151158,Good,6,0,OnCurb,None,NoDamage,422 EAST 14 STREET,10009,Manhattan,MN22,East Village
447331,101805,ginkgo,40.73172322,-73.99920846,Good,10,0,OnCurb,3or4,NoDamage,32 WASHINGTON SQUARE WEST,10011,Manhattan,MN23,West Village
417935,103333,ginkgo,40.72429745,-73.97359328,Fair,2,0,OffsetFromCurb,1or2,NoDamage,10-17 F D R DRIVE,10009,Manhattan,MN28,Lower East Side
254186,103141,Sophora,40.72717385,-73.98976754,Good,14,0,OnCurb,None,Damage,229 EAST 5 STREET,10003,Manhattan,MN22,East Village
136410,103002,Callery pear,40.7227996,-73.99279924,Good,17,0,OffsetFromCurb,1or2,NoDamage,10 STANTON STREET,10002,Manhattan,MN27,Chinatown
162808,103069,Other,40.72594428,-73.97968521,Good,3,0,OnCurb,3or4,NoDamage,610 EAST 9 STREET,10009,Manhattan,MN28,Lower East Side
278797,101046,honeylocust,40.71809378,-73.99902407,Good,4,0,OnCurb,1or2,NoDamage,126 BAXTER STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
454274,102382,Other,40.71038815,-73.98977925,Good,5,0,OnCurb,None,NoDamage,82 RUTGERS SLIP,10002,Manhattan,MN28,Lower East Side
523063,105370,Sophora,40.73770141,-73.97856568,Good,5,0,OnCurb,None,NoDamage,340 EAST 24 STREET,10010,Manhattan,MN21,Gramercy
77369,101125,London planetree,40.72071096,-73.99402311,Good,19,0,OnCurb,None,Damage,182 BOWERY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
432849,101533,honeylocust,40.72848688,-74.00360537,Good,11,0,OnCurb,3or4,NoDamage,180 WEST HOUSTON STREET,10014,Manhattan,MN23,West Village
177221,105405,littleleaf linden,40.73838487,-73.9818658,Good,6,0,OnCurb,None,NoDamage,221 EAST 23 STREET,10010,Manhattan,MN21,Gramercy
196549,103291,Sophora,40.71217726,-73.99233073,Good,3,0,OnCurb,1or2,NoDamage,45 PIKE STREET,10002,Manhattan,MN27,Chinatown
271520,101296,honeylocust,40.72386489,-74.00259539,Good,14,0,OnCurb,1or2,NoDamage,382 WEST BROADWAY,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
29059,100257,London planetree,40.70787039,-74.0027911,Good,10,0,OnCurb,3or4,NoDamage,233 WATER STREET,10038,Manhattan,MN25,Battery Park City-Lower Manhattan
13498,102068,Callery pear,40.73612721,-74.0019174,Good,14,0,OnCurb,3or4,Damage,224 WAVERLY PLACE,10014,Manhattan,MN23,West Village
48918,103459,honeylocust,40.74096528,-74.00311821,Good,5,0,OnCurb,3or4,NoDamage,326 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
228334,101403,Callery pear,40.72614652,-73.99867894,Good,5,0,OnCurb,1or2,Damage,145 GREENE STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
48943,103461,Other,40.74146358,-74.00264825,Good,4,0,OnCurb,3or4,NoDamage,330 WEST 16 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
268357,101200,Other,40.72205061,-73.99446492,Fair,7,0,OnCurb,1or2,NoDamage,202 ELIZABETH STREET,10012,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
73346,101999,ginkgo,40.73467095,-73.99473539,Good,5,0,OnCurb,None,NoDamage,1 WEST 12 STREET,10011,Manhattan,MN23,West Village
27134,100648,Callery pear,40.71782515,-74.00274784,Fair,6,0,OnCurb,1or2,NoDamage,70 WHITE STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
145148,101806,honeylocust,40.73245017,-74.00027196,Fair,6,0,OnCurb,1or2,NoDamage,360 AVENUE OF THE AMERICAS,10011,Manhattan,MN23,West Village
168119,102820,Other,40.7186671,-73.9835862,Fair,5,0,OnCurb,None,NoDamage,106 RIDGE STREET,10002,Manhattan,MN28,Lower East Side
430402,101780,Callery pear,40.73152506,-74.00191596,Good,8,0,OnCurb,1or2,NoDamage,17 CORNELIA STREET,10014,Manhattan,MN23,West Village
30684,101735,London planetree,40.73202506,-73.994125210000007,Poor,11,0,OnCurb,3or4,NoDamage,30 EAST 9 STREET,10003,Manhattan,MN23,West Village
178383,106001,London planetree,40.73366761,-73.97694063,Good,15,0,OnCurb,None,Damage,520 EAST 20 STREET,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
100437,101437,ginkgo,40.72674136,-73.99642221,Good,10,0,OnCurb,1or2,NoDamage,68 BLEECKER STREET,10012,Manhattan,MN23,West Village
27646,101571,Other,40.72946292,-74.00198772,Fair,18,0,OffsetFromCurb,None,NoDamage,200 BLEECKER STREET,10012,Manhattan,MN23,West Village
102450,103176,Other,40.72826974,-73.98312299,Good,2,0,OnCurb,None,NoDamage,269 EAST 10 STREET,10009,Manhattan,MN22,East Village
69607,103010,Other,40.72337966,-73.97707708,Poor,12,0,OnCurb,3or4,NoDamage,273 EAST 7 STREET,10009,Manhattan,MN28,Lower East Side
173624,102898,Other,40.72151005,-73.98472373,Good,5,0,OnCurb,1or2,NoDamage,188 SUFFOLK STREET,10002,Manhattan,MN27,Chinatown
416265,100394,ginkgo,40.71044115,-74.00443598,Good,4,0,OnCurb,None,NoDamage,87 GOLD STREET,10038,Manhattan,MN25,Battery Park City-Lower Manhattan
365862,102937,honeylocust,40.72206138,-73.98521393,Good,13,0,OnCurb,None,NoDamage,250 EAST HOUSTON STREET,10009,Manhattan,MN22,East Village
69553,103120,Callery pear,40.72736046,-73.98246101,Good,13,0,OnCurb,None,NoDamage,147 AVENUE A,10009,Manhattan,MN22,East Village
314268,103078,London planetree,40.72584516,-73.99182777,Good,17,0,OnCurb,1or2,NoDamage,329 BOWERY,10003,Manhattan,MN22,East Village
168164,102754,London planetree,40.71825133,-73.98446762,Poor,5,0,OnCurb,None,NoDamage,95 ATTORNEY STREET,10002,Manhattan,MN28,Lower East Side
11668,100591,Japanese zelkova,40.71679594,-74.00100305,Good,2,0,OnCurb,1or2,NoDamage,111 CENTRE STREET,10013,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy
136831,102988,Other,40.72376189,-73.99090172,Good,8,0,OnCurb,1or2,NoDamage,14 2 AVENUE,10003,Manhattan,MN22,East Village
30503,101493,Callery pear,40.72724922,-73.99629944,Poor,13,0,OnCurb,None,NoDamage,218 MERCER STREET,10012,Manhattan,MN23,West Village
430401,101780,Callery pear,40.73148779,-74.0020221,Good,12,0,OnCurb,None,NoDamage,19 CORNELIA STREET,10014,Manhattan,MN23,West Village
86886,103118,Other,40.72615699,-73.98050572,Poor,6,0,OnCurb,None,NoDamage,137 AVENUE B,10009,Manhattan,MN22,East Village
13463,101965,London planetree,40.73403291,-74.00014778,Fair,4,0,OnCurb,1or2,NoDamage,7 CHRISTOPHER STREET,10014,Manhattan,MN23,West Village
396651,102414,ginkgo,40.71170614,-73.98473411,Good,12,0,OnCurb,1or2,NoDamage,75 MONTGOMERY STREET,10002,Manhattan,MN28,Lower East Side
123935,103390,Callery pear,40.729935,-73.98746097,Poor,10,0,OnCurb,1or2,Damage,46 STUYVESANT STREET,10003,Manhattan,MN22,East Village
69407,103087,honeylocust,40.72638413,-73.97891301,Good,3,0,OnCurb,1or2,NoDamage,364 EAST 10 STREET,10009,Manhattan,MN28,Lower East Side
206508,105373,honeylocust,40.73891451,-73.97953172,Good,6,0,OnCurb,3or4,NoDamage,309 EAST 25 STREET,10010,Manhattan,MN20,Murray Hill-Kips Bay
272710,102069,Callery pear,40.73615785,-74.00331627,Good,6,0,OnCurb,3or4,NoDamage,248 WEST 11 STREET,10014,Manhattan,MN23,West Village
26951,103432,Japanese zelkova,40.73919434,-73.99697132,Good,13,0,OnCurb,1or2,NoDamage,115 WEST 16 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
27845,105402,Other,40.73842084,-73.98630021,Good,9,0,OnCurb,1or2,NoDamage,50 GRAMERCY PARK NORTH,10003,Manhattan,MN21,Gramercy
272718,102069,Callery pear,40.73633509,-74.00211909,Good,11,0,OnCurb,1or2,NoDamage,218 WEST 11 STREET,10014,Manhattan,MN23,West Village
253538,103128,Other,40.72742064,-73.98693008,Good,10,0,OnCurb,None,NoDamage,66 EAST 7 STREET,10003,Manhattan,MN22,East Village
453269,102480,pin oak,40.7134831,-73.98822872,Good,8,0,OnCurb,None,NoDamage,179 HENRY STREET,10002,Manhattan,MN28,Lower East Side
136940,102840,Callery pear,40.72025148,-73.98470568,Good,7,0,OnCurb,None,NoDamage,163 STANTON STREET,10002,Manhattan,MN27,Chinatown
13057,101798,Other,40.73273502,-74.00149795,Good,6,0,OnCurb,1or2,NoDamage,124 WEST WASHINGTON PLACE,10014,Manhattan,MN23,West Village
241293,105507,Callery pear,40.74298388,-73.97739788,Fair,17,0,OnCurb,None,Damage,563 2 AVENUE,10016,Manhattan,MN20,Murray Hill-Kips Bay
73009,101847,Japanese zelkova,40.73160451,-73.9910175,Good,6,0,OnCurb,1or2,NoDamage,784 BROADWAY,10003,Manhattan,MN23,West Village
118832,102903,Callery pear,40.72081899,-73.98932174,Good,7,0,OnCurb,1or2,NoDamage,156 ALLEN STREET,10002,Manhattan,MN27,Chinatown
67885,103467,Callery pear,40.742175,-73.99675725,Good,13,0,OnCurb,3or4,NoDamage,165 WEST 20 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
30044,104227,pin oak,40.7377314,-73.99548129,Good,7,0,OnCurb,None,NoDamage,55 WEST 15 STREET,10011,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square
555980,106025,honeylocust,40.72882935,-73.974331,Good,6,0,OnCurb,None,NoDamage,230 AVENUE C,10009,Manhattan,MN50,Stuyvesant Town-Cooper Village
121426,103111,Other,40.72644871,-73.98434591,Good,6,0,OnCurb,1or2,NoDamage,117 EAST 7 STREET,10009,Manhattan,MN22,East Village
530358,103400,Other,40.71961624,-73.97800553,Good,10,0,OnCurb,None,NoDamage,442 EAST HOUSTON STREET,10009,Manhattan,MN28,Lower East Side
