artist,track_name,region,date,streams
Ed Sheeran,Shape of You,bo,2017-04-16,5958
Ed Sheeran,Shape of You,bo,2017-04-17,6642
Ed Sheeran,Shape of You,bo,2017-04-18,6763
Ed Sheeran,Shape of You,bo,2017-04-19,6731
Ed Sheeran,Shape of You,bo,2017-04-20,6864
Ed Sheeran,Shape of You,bo,2017-04-21,7216
Ed Sheeran,Shape of You,bo,2017-04-22,6629
Ed Sheeran,Shape of You,bo,2017-04-23,5625
Ed Sheeran,Shape of You,bo,2017-04-24,6321
Ed Sheeran,Shape of You,bo,2017-04-25,6871
Ed Sheeran,Shape of You,bo,2017-04-26,6767
Ed Sheeran,Shape of You,bo,2017-04-27,6723
Ed Sheeran,Shape of You,bo,2017-04-28,6702
Ed Sheeran,Shape of You,bo,2017-04-29,6458
Ed Sheeran,Shape of You,bo,2017-04-30,5634
Ed Sheeran,Shape of You,bo,2017-05-01,5980
Ed Sheeran,Shape of You,bo,2017-05-02,6438
Ed Sheeran,Shape of You,bo,2017-05-03,6802
Ed Sheeran,Shape of You,bo,2017-05-04,6509
Ed Sheeran,Shape of You,bo,2017-05-05,6985
Ed Sheeran,Shape of You,bo,2017-05-06,6866
Ed Sheeran,Shape of You,bo,2017-05-07,6058
Ed Sheeran,Shape of You,bo,2017-05-08,6664
Ed Sheeran,Shape of You,bo,2017-05-09,6792
Ed Sheeran,Shape of You,bo,2017-05-10,6619
Ed Sheeran,Shape of You,bo,2017-05-11,6695
Ed Sheeran,Shape of You,bo,2017-05-12,6895
Ed Sheeran,Shape of You,bo,2017-05-13,6710
Ed Sheeran,Shape of You,bo,2017-05-14,5462
Ed Sheeran,Shape of You,bo,2017-05-15,6239
Ed Sheeran,Shape of You,bo,2017-05-16,6473
Ed Sheeran,Shape of You,bo,2017-05-17,6619
Ed Sheeran,Shape of You,bo,2017-05-18,6510
Ed Sheeran,Shape of You,bo,2017-05-19,6585
Ed Sheeran,Shape of You,bo,2017-05-20,6295
Ed Sheeran,Shape of You,bo,2017-05-21,5152
Ed Sheeran,Shape of You,bo,2017-05-22,5826
Ed Sheeran,Shape of You,bo,2017-05-23,5952
Ed Sheeran,Shape of You,bo,2017-05-24,6003
Ed Sheeran,Shape of You,bo,2017-05-25,6162
Ed Sheeran,Shape of You,bo,2017-05-26,6366
Ed Sheeran,Shape of You,bo,2017-05-27,5779
Ed Sheeran,Shape of You,bo,2017-05-28,5128
Ed Sheeran,Shape of You,bo,2017-05-29,5852
Ed Sheeran,Shape of You,bo,2017-05-30,NA
Ed Sheeran,Shape of You,bo,2017-05-31,NA
Ed Sheeran,Shape of You,bo,2017-06-01,6275
Ed Sheeran,Shape of You,bo,2017-06-02,NA
Ed Sheeran,Shape of You,bo,2017-06-03,5783
Ed Sheeran,Shape of You,bo,2017-06-04,5305
Ed Sheeran,Shape of You,bo,2017-06-05,5876
Ed Sheeran,Shape of You,bo,2017-06-06,6198
Ed Sheeran,Shape of You,bo,2017-06-07,5869
Ed Sheeran,Shape of You,bo,2017-06-08,6315
Ed Sheeran,Shape of You,bo,2017-06-09,5941
Ed Sheeran,Shape of You,bo,2017-06-10,5952
Ed Sheeran,Shape of You,bo,2017-06-11,5011
Ed Sheeran,Shape of You,bo,2017-06-12,5702
Ed Sheeran,Shape of You,bo,2017-06-13,6082
Ed Sheeran,Shape of You,bo,2017-06-14,5910
Ed Sheeran,Shape of You,bo,2017-06-15,5719
Ed Sheeran,Shape of You,bo,2017-06-16,5967
Ed Sheeran,Shape of You,bo,2017-06-17,5889
Ed Sheeran,Shape of You,bo,2017-06-18,5113
Ed Sheeran,Shape of You,bo,2017-06-19,5531
Ed Sheeran,Shape of You,bo,2017-06-20,5570
Ed Sheeran,Shape of You,bo,2017-06-21,5458
Ed Sheeran,Shape of You,bo,2017-06-22,5798
Ed Sheeran,Shape of You,bo,2017-06-23,5903
Ed Sheeran,Shape of You,bo,2017-06-24,5716
Ed Sheeran,Shape of You,bo,2017-06-25,4862
Ed Sheeran,Shape of You,bo,2017-06-26,5090
Ed Sheeran,Shape of You,bo,2017-06-27,5538
Ed Sheeran,Shape of You,bo,2017-06-28,5468
Ed Sheeran,Shape of You,bo,2017-06-29,5484
Ed Sheeran,Shape of You,bo,2017-06-30,5698
Ed Sheeran,Shape of You,bo,2017-07-01,5652
Ed Sheeran,Shape of You,bo,2017-07-02,5212
Ed Sheeran,Shape of You,bo,2017-07-03,6382
Ed Sheeran,Shape of You,bo,2017-07-04,6212
Ed Sheeran,Shape of You,bo,2017-07-05,5951
Ed Sheeran,Shape of You,bo,2017-07-06,6183
Ed Sheeran,Shape of You,bo,2017-07-07,5852
Ed Sheeran,Shape of You,bo,2017-07-08,5291
Ed Sheeran,Shape of You,bo,2017-07-09,4587
Ed Sheeran,Shape of You,bo,2017-07-10,5385
Ed Sheeran,Shape of You,bo,2017-07-11,5305
Ed Sheeran,Shape of You,bo,2017-07-12,5342
Ed Sheeran,Shape of You,bo,2017-07-13,5050
Ed Sheeran,Shape of You,bo,2017-07-14,5494
Ed Sheeran,Shape of You,bo,2017-07-15,5047
Ed Sheeran,Shape of You,bo,2017-07-16,4207
Ed Sheeran,Shape of You,bo,2017-07-17,4301
Ed Sheeran,Shape of You,bo,2017-07-18,4942
Ed Sheeran,Shape of You,bo,2017-07-19,4969
Ed Sheeran,Shape of You,bo,2017-07-20,4979
Ed Sheeran,Shape of You,bo,2017-07-21,5215
Ed Sheeran,Shape of You,bo,2017-07-22,5155
Ed Sheeran,Shape of You,bo,2017-07-23,4348
Ed Sheeran,Shape of You,bo,2017-07-24,4772
Ed Sheeran,Shape of You,bo,2017-07-25,4935
Ed Sheeran,Shape of You,bo,2017-07-26,4881
Ed Sheeran,Shape of You,bo,2017-07-27,5057
Ed Sheeran,Shape of You,bo,2017-07-28,5144
Ed Sheeran,Shape of You,bo,2017-07-29,4669
Ed Sheeran,Shape of You,bo,2017-07-30,4168
Ed Sheeran,Shape of You,bo,2017-07-31,4727
Ed Sheeran,Shape of You,bo,2017-08-01,4777
Ed Sheeran,Shape of You,bo,2017-08-02,4649
Ed Sheeran,Shape of You,bo,2017-08-03,4866
Ed Sheeran,Shape of You,bo,2017-08-04,5014
Ed Sheeran,Shape of You,bo,2017-08-05,4756
Ed Sheeran,Shape of You,bo,2017-08-06,4184
Ed Sheeran,Shape of You,bo,2017-08-07,4175
Ed Sheeran,Shape of You,bo,2017-08-08,4427
Ed Sheeran,Shape of You,bo,2017-08-09,4680
Ed Sheeran,Shape of You,bo,2017-08-10,4819
Ed Sheeran,Shape of You,bo,2017-08-11,4732
Ed Sheeran,Shape of You,bo,2017-08-12,4552
Ed Sheeran,Shape of You,bo,2017-08-13,3855
Ed Sheeran,Shape of You,bo,2017-08-14,4227
Ed Sheeran,Shape of You,bo,2017-08-15,4520
Ed Sheeran,Shape of You,bo,2017-08-16,4295
Ed Sheeran,Shape of You,bo,2017-08-17,4619
Ed Sheeran,Shape of You,bo,2017-08-18,4858
Ed Sheeran,Shape of You,bo,2017-08-19,4592
Ed Sheeran,Shape of You,bo,2017-08-20,3908
Ed Sheeran,Shape of You,bo,2017-08-21,4030
Ed Sheeran,Shape of You,bo,2017-08-22,4454
Ed Sheeran,Shape of You,bo,2017-08-23,4529
Ed Sheeran,Shape of You,bo,2017-08-24,4628
Ed Sheeran,Shape of You,bo,2017-08-25,4391
Ed Sheeran,Shape of You,bo,2017-08-26,4537
Ed Sheeran,Shape of You,bo,2017-08-27,3699
Ed Sheeran,Shape of You,bo,2017-08-28,4151
Ed Sheeran,Shape of You,bo,2017-08-29,4449
Ed Sheeran,Shape of You,bo,2017-08-30,4430
Ed Sheeran,Shape of You,bo,2017-08-31,4732
Ed Sheeran,Shape of You,bo,2017-09-01,5081
Ed Sheeran,Shape of You,bo,2017-09-02,4835
Ed Sheeran,Shape of You,bo,2017-09-03,4483
Ed Sheeran,Shape of You,bo,2017-09-04,4639
Ed Sheeran,Shape of You,bo,2017-09-05,4596
Ed Sheeran,Shape of You,bo,2017-09-06,4507
Ed Sheeran,Shape of You,bo,2017-09-07,4501
Ed Sheeran,Shape of You,bo,2017-09-08,4603
Ed Sheeran,Shape of You,bo,2017-09-09,4257
Ed Sheeran,Shape of You,bo,2017-09-10,3693
Ed Sheeran,Shape of You,bo,2017-09-11,3949
Ed Sheeran,Shape of You,bo,2017-09-12,3879
Ed Sheeran,Shape of You,bo,2017-09-13,4009
Ed Sheeran,Shape of You,bo,2017-09-14,4087
Ed Sheeran,Shape of You,bo,2017-09-15,3991
Ed Sheeran,Shape of You,bo,2017-09-16,3859
Ed Sheeran,Shape of You,bo,2017-09-17,3644
Ed Sheeran,Shape of You,bo,2017-09-18,4546
Ed Sheeran,Shape of You,bo,2017-09-19,4362
Ed Sheeran,Shape of You,bo,2017-09-20,4231
Ed Sheeran,Shape of You,bo,2017-09-21,4292
Ed Sheeran,Shape of You,bo,2017-09-22,4271
Ed Sheeran,Shape of You,bo,2017-09-23,3802
Ed Sheeran,Shape of You,bo,2017-09-24,3471
Ed Sheeran,Shape of You,bo,2017-09-25,3583
Ed Sheeran,Shape of You,bo,2017-09-26,3900
Ed Sheeran,Shape of You,bo,2017-09-27,4131
Ed Sheeran,Shape of You,bo,2017-09-28,3876
Ed Sheeran,Shape of You,bo,2017-09-29,4015
Ed Sheeran,Shape of You,bo,2017-09-30,3603
Ed Sheeran,Shape of You,bo,2017-10-01,3387
Ed Sheeran,Shape of You,bo,2017-10-02,3628
Ed Sheeran,Shape of You,bo,2017-10-03,3650
Ed Sheeran,Shape of You,bo,2017-10-04,3930
Ed Sheeran,Shape of You,bo,2017-10-05,3781
Ed Sheeran,Shape of You,bo,2017-10-06,4002
Ed Sheeran,Shape of You,bo,2017-10-07,3693
Ed Sheeran,Shape of You,bo,2017-10-08,3351
Ed Sheeran,Shape of You,bo,2017-10-09,3701
Ed Sheeran,Shape of You,bo,2017-10-10,3487
Ed Sheeran,Shape of You,bo,2017-10-11,3626
Ed Sheeran,Shape of You,bo,2017-10-12,3737
Ed Sheeran,Shape of You,bo,2017-10-13,3687
Ed Sheeran,Shape of You,bo,2017-10-14,3516
Ed Sheeran,Shape of You,bo,2017-10-15,2982
Ed Sheeran,Shape of You,bo,2017-10-16,3450
Ed Sheeran,Shape of You,bo,2017-10-17,3701
Ed Sheeran,Shape of You,bo,2017-10-18,3714
Ed Sheeran,Shape of You,bo,2017-10-19,3863
Ed Sheeran,Shape of You,bo,2017-10-20,3753
Ed Sheeran,Shape of You,bo,2017-10-21,3575
Ed Sheeran,Shape of You,bo,2017-10-22,3134
Ed Sheeran,Shape of You,bo,2017-10-23,3452
Ed Sheeran,Shape of You,bo,2017-10-24,3664
Ed Sheeran,Shape of You,bo,2017-10-25,3754
Ed Sheeran,Shape of You,bo,2017-10-26,3871
Ed Sheeran,Shape of You,bo,2017-10-27,3878
Ed Sheeran,Shape of You,bo,2017-10-28,3605
Ed Sheeran,Shape of You,bo,2017-10-29,2994
Ed Sheeran,Shape of You,bo,2017-10-30,3467
Ed Sheeran,Shape of You,bo,2017-10-31,3491
Ed Sheeran,Shape of You,bo,2017-11-01,3588
Ed Sheeran,Shape of You,bo,2017-11-02,3383
Ed Sheeran,Shape of You,bo,2017-11-03,3489
Ed Sheeran,Shape of You,bo,2017-11-04,3353
Ed Sheeran,Shape of You,bo,2017-11-05,2920
Ed Sheeran,Shape of You,bo,2017-11-06,3421
Ed Sheeran,Shape of You,bo,2017-11-07,3510
Ed Sheeran,Shape of You,bo,2017-11-08,3414
Ed Sheeran,Shape of You,bo,2017-11-09,3636
Ed Sheeran,Shape of You,bo,2017-11-10,3614
Ed Sheeran,Shape of You,bo,2017-11-11,3222
Ed Sheeran,Shape of You,bo,2017-11-12,3038
Ed Sheeran,Shape of You,bo,2017-11-13,3285
Ed Sheeran,Shape of You,bo,2017-11-14,3456
Ed Sheeran,Shape of You,bo,2017-11-15,3617
Ed Sheeran,Shape of You,bo,2017-11-16,3489
Ed Sheeran,Shape of You,bo,2017-11-17,3648
Ed Sheeran,Shape of You,bo,2017-11-18,3369
Ed Sheeran,Shape of You,bo,2017-11-19,2796
Ed Sheeran,Shape of You,bo,2017-11-20,3563
Ed Sheeran,Shape of You,bo,2017-11-21,3506
Ed Sheeran,Shape of You,bo,2017-11-22,3461
Ed Sheeran,Shape of You,bo,2017-11-23,3589
Ed Sheeran,Shape of You,bo,2017-11-24,3668
Ed Sheeran,Shape of You,bo,2017-11-25,3360
Ed Sheeran,Shape of You,bo,2017-11-26,2828
Ed Sheeran,Shape of You,bo,2017-11-27,3286
Ed Sheeran,Shape of You,bo,2017-11-28,3336
Ed Sheeran,Shape of You,bo,2017-11-29,3420
Ed Sheeran,Shape of You,bo,2017-11-30,3387
Ed Sheeran,Shape of You,bo,2017-12-01,3545
Ed Sheeran,Shape of You,bo,2017-12-02,3412
Ed Sheeran,Shape of You,bo,2017-12-03,2969
Ed Sheeran,Shape of You,bo,2017-12-04,3428
Ed Sheeran,Shape of You,bo,2017-12-05,3449
Ed Sheeran,Shape of You,bo,2017-12-06,3855
Ed Sheeran,Shape of You,bo,2017-12-07,3965
Ed Sheeran,Shape of You,bo,2017-12-08,3868
Ed Sheeran,Shape of You,bo,2017-12-09,3380
Ed Sheeran,Shape of You,bo,2017-12-10,3045
Ed Sheeran,Shape of You,bo,2017-12-11,3748
Ed Sheeran,Shape of You,bo,2017-12-12,3962
Ed Sheeran,Shape of You,bo,2017-12-13,3956
Ed Sheeran,Shape of You,bo,2017-12-14,4052
Ed Sheeran,Shape of You,bo,2017-12-15,3906
Ed Sheeran,Shape of You,bo,2017-12-16,3478
Ed Sheeran,Shape of You,bo,2017-12-17,3139
Ed Sheeran,Shape of You,bo,2017-12-18,3579
Ed Sheeran,Shape of You,bo,2017-12-19,3626
Ed Sheeran,Shape of You,bo,2017-12-20,3694
Ed Sheeran,Shape of You,bo,2017-12-21,3658
Ed Sheeran,Shape of You,bo,2017-12-22,3498
Ed Sheeran,Shape of You,bo,2017-12-23,3004
Ed Sheeran,Shape of You,bo,2017-12-24,2934
Ed Sheeran,Shape of You,bo,2017-12-25,2564
Ed Sheeran,Shape of You,bo,2017-12-26,3067
Ed Sheeran,Shape of You,bo,2017-12-27,3399
Ed Sheeran,Shape of You,bo,2017-12-28,3459
Ed Sheeran,Shape of You,bo,2017-12-29,3519
Ed Sheeran,Shape of You,bo,2017-12-30,3385
Ed Sheeran,Shape of You,bo,2017-12-31,3616
Ed Sheeran,Shape of You,bo,2018-01-01,3318
Ed Sheeran,Shape of You,bo,2018-01-02,2990
Ed Sheeran,Shape of You,bo,2018-01-03,3283
Ed Sheeran,Shape of You,bo,2018-01-04,3350
Ed Sheeran,Shape of You,bo,2018-01-05,3457
Ed Sheeran,Shape of You,bo,2018-01-06,2981
Ed Sheeran,Shape of You,bo,2018-01-07,2626
Ed Sheeran,Shape of You,bo,2018-01-08,3195
Ed Sheeran,Shape of You,bo,2018-01-09,3239
Ed Sheeran,Shape of You,br,2017-01-06,315187
Ed Sheeran,Shape of You,br,2017-01-07,302643
Ed Sheeran,Shape of You,br,2017-01-08,262064
Ed Sheeran,Shape of You,br,2017-01-09,288680
Ed Sheeran,Shape of You,br,2017-01-10,285729
Ed Sheeran,Shape of You,br,2017-01-11,288497
Ed Sheeran,Shape of You,br,2017-01-12,275851
Ed Sheeran,Shape of You,br,2017-01-13,297271
Ed Sheeran,Shape of You,br,2017-01-14,267913
Ed Sheeran,Shape of You,br,2017-01-15,232662
Ed Sheeran,Shape of You,br,2017-01-16,270960
Ed Sheeran,Shape of You,br,2017-01-17,292961
Ed Sheeran,Shape of You,br,2017-01-18,298637
Ed Sheeran,Shape of You,br,2017-01-19,287184
Ed Sheeran,Shape of You,br,2017-01-20,300566
Ed Sheeran,Shape of You,br,2017-01-21,260895
Ed Sheeran,Shape of You,br,2017-01-22,221053
Ed Sheeran,Shape of You,br,2017-01-23,276034
Ed Sheeran,Shape of You,br,2017-01-24,295128
Ed Sheeran,Shape of You,br,2017-01-25,284669
Ed Sheeran,Shape of You,br,2017-01-26,304431
Ed Sheeran,Shape of You,br,2017-01-27,326876
Ed Sheeran,Shape of You,br,2017-01-28,285098
Ed Sheeran,Shape of You,br,2017-01-29,245451
Ed Sheeran,Shape of You,br,2017-01-30,298303
Ed Sheeran,Shape of You,br,2017-01-31,322665
Ed Sheeran,Shape of You,br,2017-02-01,320508
Ed Sheeran,Shape of You,br,2017-02-02,319658
Ed Sheeran,Shape of You,br,2017-02-03,342767
Ed Sheeran,Shape of You,br,2017-02-04,313978
Ed Sheeran,Shape of You,br,2017-02-05,271029
Ed Sheeran,Shape of You,br,2017-02-06,309692
Ed Sheeran,Shape of You,br,2017-02-07,327966
Ed Sheeran,Shape of You,br,2017-02-08,333202
Ed Sheeran,Shape of You,br,2017-02-09,337702
Ed Sheeran,Shape of You,br,2017-02-10,357087
Ed Sheeran,Shape of You,br,2017-02-11,327665
Ed Sheeran,Shape of You,br,2017-02-12,282175
Ed Sheeran,Shape of You,br,2017-02-13,339463
Ed Sheeran,Shape of You,br,2017-02-14,355305
Ed Sheeran,Shape of You,br,2017-02-15,355000
Ed Sheeran,Shape of You,br,2017-02-16,355236
Ed Sheeran,Shape of You,br,2017-02-17,384118
Ed Sheeran,Shape of You,br,2017-02-18,347067
Ed Sheeran,Shape of You,br,2017-02-19,293917
Ed Sheeran,Shape of You,br,2017-02-20,329562
Ed Sheeran,Shape of You,br,2017-02-21,356644
Ed Sheeran,Shape of You,br,2017-02-22,352946
Ed Sheeran,Shape of You,br,2017-02-23,353606
Ed Sheeran,Shape of You,br,2017-02-24,379699
Ed Sheeran,Shape of You,br,2017-02-25,331516
Ed Sheeran,Shape of You,br,2017-02-26,259811
Ed Sheeran,Shape of You,br,2017-02-27,265615
Ed Sheeran,Shape of You,br,2017-02-28,274869
Ed Sheeran,Shape of You,br,2017-03-01,316902
Ed Sheeran,Shape of You,br,2017-03-02,341685
Ed Sheeran,Shape of You,br,2017-03-03,472393
Ed Sheeran,Shape of You,br,2017-03-04,431590
Ed Sheeran,Shape of You,br,2017-03-05,360825
Ed Sheeran,Shape of You,br,2017-03-06,428598
Ed Sheeran,Shape of You,br,2017-03-07,438241
Ed Sheeran,Shape of You,br,2017-03-08,415145
Ed Sheeran,Shape of You,br,2017-03-09,423503
Ed Sheeran,Shape of You,br,2017-03-10,438461
Ed Sheeran,Shape of You,br,2017-03-11,416651
Ed Sheeran,Shape of You,br,2017-03-12,343609
Ed Sheeran,Shape of You,br,2017-03-13,387260
Ed Sheeran,Shape of You,br,2017-03-14,400348
Ed Sheeran,Shape of You,br,2017-03-15,412869
Ed Sheeran,Shape of You,br,2017-03-16,415510
Ed Sheeran,Shape of You,br,2017-03-17,431992
Ed Sheeran,Shape of You,br,2017-03-18,394332
Ed Sheeran,Shape of You,br,2017-03-19,321808
Ed Sheeran,Shape of You,br,2017-03-20,367981
Ed Sheeran,Shape of You,br,2017-03-21,380170
Ed Sheeran,Shape of You,br,2017-03-22,385966
Ed Sheeran,Shape of You,br,2017-03-23,384843
Ed Sheeran,Shape of You,br,2017-03-24,410606
Ed Sheeran,Shape of You,br,2017-03-25,389851
Ed Sheeran,Shape of You,br,2017-03-26,312019
Ed Sheeran,Shape of You,br,2017-03-27,349616
Ed Sheeran,Shape of You,br,2017-03-28,368523
Ed Sheeran,Shape of You,br,2017-03-29,371320
Ed Sheeran,Shape of You,br,2017-03-30,377221
Ed Sheeran,Shape of You,br,2017-03-31,399004
Ed Sheeran,Shape of You,br,2017-04-01,374618
Ed Sheeran,Shape of You,br,2017-04-02,310463
Ed Sheeran,Shape of You,br,2017-04-03,343760
Ed Sheeran,Shape of You,br,2017-04-04,355792
Ed Sheeran,Shape of You,br,2017-04-05,362096
Ed Sheeran,Shape of You,br,2017-04-06,363197
Ed Sheeran,Shape of You,br,2017-04-07,392307
Ed Sheeran,Shape of You,br,2017-04-08,366400
Ed Sheeran,Shape of You,br,2017-04-09,312252
Ed Sheeran,Shape of You,br,2017-04-10,345445
Ed Sheeran,Shape of You,br,2017-04-11,353544
Ed Sheeran,Shape of You,br,2017-04-12,366288
Ed Sheeran,Shape of You,br,2017-04-13,405661
Ed Sheeran,Shape of You,br,2017-04-14,353193
Ed Sheeran,Shape of You,br,2017-04-15,350308
Ed Sheeran,Shape of You,br,2017-04-16,313608
Ed Sheeran,Shape of You,br,2017-04-17,346575
Ed Sheeran,Shape of You,br,2017-04-18,352014
Ed Sheeran,Shape of You,br,2017-04-19,350416
Ed Sheeran,Shape of You,br,2017-04-20,377573
Ed Sheeran,Shape of You,br,2017-04-21,369849
Ed Sheeran,Shape of You,br,2017-04-22,342623
Ed Sheeran,Shape of You,br,2017-04-23,298024
Ed Sheeran,Shape of You,br,2017-04-24,335097
Ed Sheeran,Shape of You,br,2017-04-25,354314
Ed Sheeran,Shape of You,br,2017-04-26,352146
Ed Sheeran,Shape of You,br,2017-04-27,347988
Ed Sheeran,Shape of You,br,2017-04-28,358805
Ed Sheeran,Shape of You,br,2017-04-29,373306
Ed Sheeran,Shape of You,br,2017-04-30,311158
Ed Sheeran,Shape of You,br,2017-05-01,317774
Ed Sheeran,Shape of You,br,2017-05-02,333142
Ed Sheeran,Shape of You,br,2017-05-03,355252
Ed Sheeran,Shape of You,br,2017-05-04,357924
Ed Sheeran,Shape of You,br,2017-05-05,370595
Ed Sheeran,Shape of You,br,2017-05-06,375499
Ed Sheeran,Shape of You,br,2017-05-07,303432
Ed Sheeran,Shape of You,br,2017-05-08,338617
Ed Sheeran,Shape of You,br,2017-05-09,365369
Ed Sheeran,Shape of You,br,2017-05-10,358748
Ed Sheeran,Shape of You,br,2017-05-11,359887
Ed Sheeran,Shape of You,br,2017-05-12,381210
Ed Sheeran,Shape of You,br,2017-05-13,372204
Ed Sheeran,Shape of You,br,2017-05-14,305409
Ed Sheeran,Shape of You,br,2017-05-15,327415
Ed Sheeran,Shape of You,br,2017-05-16,355472
Ed Sheeran,Shape of You,br,2017-05-17,358174
Ed Sheeran,Shape of You,br,2017-05-18,340877
Ed Sheeran,Shape of You,br,2017-05-19,363458
Ed Sheeran,Shape of You,br,2017-05-20,357624
Ed Sheeran,Shape of You,br,2017-05-21,282905
Ed Sheeran,Shape of You,br,2017-05-22,323290
Ed Sheeran,Shape of You,br,2017-05-23,353129
Ed Sheeran,Shape of You,br,2017-05-24,353921
Ed Sheeran,Shape of You,br,2017-05-25,353092
Ed Sheeran,Shape of You,br,2017-05-26,396927
Ed Sheeran,Shape of You,br,2017-05-27,384507
Ed Sheeran,Shape of You,br,2017-05-28,314912
Ed Sheeran,Shape of You,br,2017-05-29,357181
Ed Sheeran,Shape of You,br,2017-05-30,NA
Ed Sheeran,Shape of You,br,2017-05-31,NA
Ed Sheeran,Shape of You,br,2017-06-01,353584
Ed Sheeran,Shape of You,br,2017-06-02,NA
Ed Sheeran,Shape of You,br,2017-06-03,356485
Ed Sheeran,Shape of You,br,2017-06-04,288710
Ed Sheeran,Shape of You,br,2017-06-05,309727
Ed Sheeran,Shape of You,br,2017-06-06,321907
Ed Sheeran,Shape of You,br,2017-06-07,335546
Ed Sheeran,Shape of You,br,2017-06-08,333646
Ed Sheeran,Shape of You,br,2017-06-09,343987
Ed Sheeran,Shape of You,br,2017-06-10,330559
Ed Sheeran,Shape of You,br,2017-06-11,269946
Ed Sheeran,Shape of You,br,2017-06-12,294642
Ed Sheeran,Shape of You,br,2017-06-13,301277
Ed Sheeran,Shape of You,br,2017-06-14,325702
Ed Sheeran,Shape of You,br,2017-06-15,326820
Ed Sheeran,Shape of You,br,2017-06-16,319933
Ed Sheeran,Shape of You,br,2017-06-17,310730
Ed Sheeran,Shape of You,br,2017-06-18,261319
Ed Sheeran,Shape of You,br,2017-06-19,280784
Ed Sheeran,Shape of You,br,2017-06-20,283526
Ed Sheeran,Shape of You,br,2017-06-21,293260
Ed Sheeran,Shape of You,br,2017-06-22,304434
Ed Sheeran,Shape of You,br,2017-06-23,316428
Ed Sheeran,Shape of You,br,2017-06-24,308994
Ed Sheeran,Shape of You,br,2017-06-25,252160
Ed Sheeran,Shape of You,br,2017-06-26,275914
Ed Sheeran,Shape of You,br,2017-06-27,287889
Ed Sheeran,Shape of You,br,2017-06-28,298130
Ed Sheeran,Shape of You,br,2017-06-29,297102
Ed Sheeran,Shape of You,br,2017-06-30,312700
Ed Sheeran,Shape of You,br,2017-07-01,296985
Ed Sheeran,Shape of You,br,2017-07-02,230921
Ed Sheeran,Shape of You,br,2017-07-03,260375
Ed Sheeran,Shape of You,br,2017-07-04,275449
Ed Sheeran,Shape of You,br,2017-07-05,280071
Ed Sheeran,Shape of You,br,2017-07-06,286629
Ed Sheeran,Shape of You,br,2017-07-07,299566
Ed Sheeran,Shape of You,br,2017-07-08,291509
Ed Sheeran,Shape of You,br,2017-07-09,234202
Ed Sheeran,Shape of You,br,2017-07-10,264635
Ed Sheeran,Shape of You,br,2017-07-11,277875
Ed Sheeran,Shape of You,br,2017-07-12,276869
Ed Sheeran,Shape of You,br,2017-07-13,282808
Ed Sheeran,Shape of You,br,2017-07-14,294104
Ed Sheeran,Shape of You,br,2017-07-15,286959
Ed Sheeran,Shape of You,br,2017-07-16,229393
Ed Sheeran,Shape of You,br,2017-07-17,261290
Ed Sheeran,Shape of You,br,2017-07-18,259409
Ed Sheeran,Shape of You,br,2017-07-19,264607
Ed Sheeran,Shape of You,br,2017-07-20,273144
Ed Sheeran,Shape of You,br,2017-07-21,283010
Ed Sheeran,Shape of You,br,2017-07-22,275939
Ed Sheeran,Shape of You,br,2017-07-23,223068
Ed Sheeran,Shape of You,br,2017-07-24,250850
Ed Sheeran,Shape of You,br,2017-07-25,260405
Ed Sheeran,Shape of You,br,2017-07-26,262129
Ed Sheeran,Shape of You,br,2017-07-27,265924
Ed Sheeran,Shape of You,br,2017-07-28,277917
Ed Sheeran,Shape of You,br,2017-07-29,271564
Ed Sheeran,Shape of You,br,2017-07-30,220477
Ed Sheeran,Shape of You,br,2017-07-31,239902
Ed Sheeran,Shape of You,br,2017-08-01,250683
Ed Sheeran,Shape of You,br,2017-08-02,252885
Ed Sheeran,Shape of You,br,2017-08-03,256013
Ed Sheeran,Shape of You,br,2017-08-04,256128
Ed Sheeran,Shape of You,br,2017-08-05,245573
Ed Sheeran,Shape of You,br,2017-08-06,201556
Ed Sheeran,Shape of You,br,2017-08-07,215201
Ed Sheeran,Shape of You,br,2017-08-08,223985
Ed Sheeran,Shape of You,br,2017-08-09,230700
Ed Sheeran,Shape of You,br,2017-08-10,231098
Ed Sheeran,Shape of You,br,2017-08-11,247309
Ed Sheeran,Shape of You,br,2017-08-12,246013
Ed Sheeran,Shape of You,br,2017-08-13,202554
Ed Sheeran,Shape of You,br,2017-08-14,212969
Ed Sheeran,Shape of You,br,2017-08-15,217817
Ed Sheeran,Shape of You,br,2017-08-16,216422
Ed Sheeran,Shape of You,br,2017-08-17,219566
Ed Sheeran,Shape of You,br,2017-08-18,234336
Ed Sheeran,Shape of You,br,2017-08-19,231321
Ed Sheeran,Shape of You,br,2017-08-20,183190
Ed Sheeran,Shape of You,br,2017-08-21,195755
Ed Sheeran,Shape of You,br,2017-08-22,209012
Ed Sheeran,Shape of You,br,2017-08-23,211958
Ed Sheeran,Shape of You,br,2017-08-24,216594
Ed Sheeran,Shape of You,br,2017-08-25,227220
Ed Sheeran,Shape of You,br,2017-08-26,240812
Ed Sheeran,Shape of You,br,2017-08-27,185209
Ed Sheeran,Shape of You,br,2017-08-28,197344
Ed Sheeran,Shape of You,br,2017-08-29,207973
Ed Sheeran,Shape of You,br,2017-08-30,209276
Ed Sheeran,Shape of You,br,2017-08-31,207337
Ed Sheeran,Shape of You,br,2017-09-01,220598
